db_id	disease_name	gene_symbol	pmid
1934	Early infantile epileptic encephalopathy	DMXL2	31688942[PMID]
1934	Early infantile epileptic encephalopathy	NEUROD2	30323019[PMID]
1934	Early infantile epileptic encephalopathy	SCN2A	23550958[PMID]_23935176[PMID]
1934	Early infantile epileptic encephalopathy	CDKL5	22196487[PMID]_22787626[PMID]
1934	Early infantile epileptic encephalopathy	STXBP1	18469812[PMID]
1934	Early infantile epileptic encephalopathy	ARX	22196487[PMID]_20506206[PMID]_22787626[PMID]
1934	Early infantile epileptic encephalopathy	CASK	24278995[PMID]_22709267[PMID]
1934	Early infantile epileptic encephalopathy	PNKP	20118933[PMID]
1934	Early infantile epileptic encephalopathy	GNAO1	23993195[PMID]
1934	Early infantile epileptic encephalopathy	PIGQ	24463883[PMID]
1934	Early infantile epileptic encephalopathy	SIK1	25839329[PMID]
1934	Early infantile epileptic encephalopathy	SCN1B	28218389[PMID]
1934	Early infantile epileptic encephalopathy	SLC25A22	19780765[PMID]
1934	Early infantile epileptic encephalopathy	KCNA1	30055040[PMID]
1934	Early infantile epileptic encephalopathy	TRIM8	30244534[PMID]
1934	Early infantile epileptic encephalopathy	PIGP	28334793[PMID]
1942	Myoclonic-astatic epilepsy	SLC2A1	21555602[PMID]_31170314[PMID]
1942	Myoclonic-astatic epilepsy	SYNGAP1	32469098[PMID]
1942	Myoclonic-astatic epilepsy	NEXMIF	32469098[PMID]
1942	Myoclonic-astatic epilepsy	SCN1A	21396429[PMID]
1942	Myoclonic-astatic epilepsy	CHD2	23708187[PMID]
1942	Myoclonic-astatic epilepsy	SLC6A1	25865495[PMID]
1942	Myoclonic-astatic epilepsy	AP2M1	31104773[PMID]
1935	Early myoclonic encephalopathy	SLC25A22	15592994[PMID]
1935	Early myoclonic encephalopathy	SIK1	25839329[PMID]
3451	Infantile spasms syndrome	NTRK2	29100083[PMID]
3451	Infantile spasms syndrome	STXBP1	21762454[PMID]_25497044[PMID]
3451	Infantile spasms syndrome	WDR45	27030146[PMID]
3451	Infantile spasms syndrome	SCN2A	23935176[PMID]
3451	Infantile spasms syndrome	CDKL5	18564362[PMID]_22196487[PMID]_22787626[PMID]
3451	Infantile spasms syndrome	ARX	20506206[PMID]_22787626[PMID]
3451	Infantile spasms syndrome	PIGA	24357517[PMID]
3451	Infantile spasms syndrome	SPTAN1	22196487[PMID]_18065176[PMID]
3451	Infantile spasms syndrome	PLCB1	20833646[PMID]_22196487[PMID]
3451	Infantile spasms syndrome	GRIN2B	24272827[PMID]
3451	Infantile spasms syndrome	ST3GAL3	23252400[PMID]
3451	Infantile spasms syndrome	SIK1	25839329[PMID]
3451	Infantile spasms syndrome	PHACTR1	30256902[PMID]
3451	Infantile spasms syndrome	GUF1	26486472[PMID]
3451	Infantile spasms syndrome	CNPY3	29394991[PMID]
267	Calpain-3-related  limb-girdle muscular dystrophy R1	CAPN3	20301582[PMID]
186	Primary biliary cholangitis	IL12RB1	
186	Primary biliary cholangitis	SPIB	
186	Primary biliary cholangitis	IL12A	
186	Primary biliary cholangitis	IRF5	
186	Primary biliary cholangitis	TNPO3	
186	Primary biliary cholangitis	MMEL1	
186	Primary biliary cholangitis	POU2AF1	23000144[PMID]
186	Primary biliary cholangitis	TNFSF15	23000144[PMID]
1136	Arnold-Chiari malformation type II	FUZ	21840926[PMID]
397	Giant cell arteritis	PTPN22	23946333[PMID]
397	Giant cell arteritis	HLA-DRB1	26223536[PMID]
397	Giant cell arteritis	HLA-B	33734973[PMID]
397	Giant cell arteritis	P4HA2	28041642[PMID]
2398	Multiple symmetric lipomatosis	MFN2	26085578[PMID]
131	Budd-Chiari syndrome	F5	24755609[PMID]_26238013[PMID]
131	Budd-Chiari syndrome	JAK2	26557140[PMID]
654	Nephroblastoma	BRCA2	15689453[PMID]
654	Nephroblastoma	GPC3	12085187[PMID]_25366870[PMID]
654	Nephroblastoma	TRIM28	29912901[PMID]
654	Nephroblastoma	TRIM28	29912901[PMID]
654	Nephroblastoma	REST	26551668[PMID]
654	Nephroblastoma	TRIP13	28553959[PMID]
654	Nephroblastoma	POU6F2	
654	Nephroblastoma	WT1	
654	Nephroblastoma	WT1	
654	Nephroblastoma	H19	
654	Nephroblastoma	DIS3L2	
2587	Myeloperoxidase deficiency	MPO	7904599[PMID]
3389	Tuberculosis	SLC11A1	
2897	Pityriasis rubra pilaris	CARD14	22703878[PMID]
2312	Transient familial neonatal hyperbilirubinemia	UGT1A1	23014115[PMID]
183707	Neutrophil immunodeficiency syndrome	RAC2	10758162[PMID]
2314	Autosomal dominant hyper-IgE syndrome	STAT3	17881745[PMID]_17676033[PMID]
183678	Hermansky-Pudlak syndrome due to AP-3 deficiency	AP3B1	
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	IGHG2	9449702[PMID]
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	IGKC	
2177	Hydranencephaly	NDE1	22526350[PMID]
183713	Bacterial susceptibility due to TLR signaling pathway deficiency	MYD88	18669862[PMID]
2380	Legg-Calvé-Perthes disease	COL2A1	17394019[PMID]_18512791[PMID]
897	Waardenburg-Shah syndrome	SOX10	22378281[PMID]_24311220[PMID]
897	Waardenburg-Shah syndrome	EDN3	19764030[PMID]
897	Waardenburg-Shah syndrome	EDNRB	
897	Waardenburg-Shah syndrome	MITF	30612693[PMID]
808	Seckel syndrome	ATR	12640452[PMID]
808	Seckel syndrome	CENPJ	20522431[PMID]
808	Seckel syndrome	PCNT	19643772[PMID]
808	Seckel syndrome	CEP152	21131973[PMID]
808	Seckel syndrome	RBBP8	21998596[PMID]
808	Seckel syndrome	ATRIP	23144622[PMID]_20301772[PMID]
808	Seckel syndrome	TRAIP	26595769[PMID]
808	Seckel syndrome	PLK4	25344692[PMID]_25320347[PMID]
808	Seckel syndrome	CENPE	24748105[PMID]
3027	Caudal regression sequence	VANGL1	17409324[PMID]
3027	Caudal regression sequence	FUZ	21840926[PMID]
676	Hereditary chronic pancreatitis	CASR	26166472[PMID]
676	Hereditary chronic pancreatitis	PRSS1	23864476[PMID]_22379635[PMID]
676	Hereditary chronic pancreatitis	CFTR	22572128[PMID]
676	Hereditary chronic pancreatitis	SPINK1	17274009[PMID]
676	Hereditary chronic pancreatitis	PRSS2	18461367[PMID]
676	Hereditary chronic pancreatitis	CTRC	18059268[PMID]_23601753[PMID]_22539344[PMID]
676	Hereditary chronic pancreatitis	CPA1	23955596[PMID]_24522117[PMID]
643	Giant axonal neuropathy	GAN	20301315[PMID]
634	Netherton syndrome	SPINK5	10835624[PMID]
140	Campomelic dysplasia	SOX9	22051515[PMID]_20301724[PMID]
2828	Young-onset Parkinson disease	SYNJ1	23804577[PMID]_23804563[PMID]
2828	Young-onset Parkinson disease	SNCA	17489854[PMID]_18704525[PMID]_20013014[PMID]_24768741[PMID]
2828	Young-onset Parkinson disease	PINK1	22166458[PMID]
2828	Young-onset Parkinson disease	UCHL1	
2828	Young-onset Parkinson disease	HTRA2	21701785[PMID]
2828	Young-onset Parkinson disease	PODXL	26864383[PMID]
2828	Young-onset Parkinson disease	LRRK2	22166458[PMID]
2828	Young-onset Parkinson disease	PRKN	22166458[PMID]
2828	Young-onset Parkinson disease	PARK7	22166458[PMID]
2828	Young-onset Parkinson disease	VPS13C	26942284[PMID]
2828	Young-onset Parkinson disease	DNAJC6	26528954[PMID]
642	Hereditary sensory and autonomic neuropathy type 4	NTRK1	20301726[PMID]
627	Nance-Horan syndrome	NHS	20332100[PMID]
638	Neurofibromatosis-Noonan syndrome	MAP2K2	24311457[PMID]
638	Neurofibromatosis-Noonan syndrome	NF1	22847776[PMID]
326	Congenital factor V deficiency	F5	
526	Liddle syndrome	SCNN1B	
526	Liddle syndrome	SCNN1G	
526	Liddle syndrome	SCNN1A	28710092[PMID]
215	Congenital stationary night blindness	RHO	9888392[PMID]
215	Congenital stationary night blindness	SAG	19578023[PMID]
215	Congenital stationary night blindness	CABP4	16960802[PMID]
215	Congenital stationary night blindness	CACNA1F	20301423[PMID]
215	Congenital stationary night blindness	GNAT1	8673138[PMID]_22190596[PMID]
215	Congenital stationary night blindness	GRM6	17405131[PMID]
215	Congenital stationary night blindness	NYX	20301423[PMID]
215	Congenital stationary night blindness	PDE6B	8075643[PMID]
215	Congenital stationary night blindness	CACNA2D4	19578023[PMID]
215	Congenital stationary night blindness	TRPM1	19896109[PMID]_19896113[PMID]
215	Congenital stationary night blindness	SLC24A1	20850105[PMID]
215	Congenital stationary night blindness	GPR179	22325361[PMID]_22325362[PMID]
215	Congenital stationary night blindness	LRIT3	23246293[PMID]
215	Congenital stationary night blindness	GRK1	
215	Congenital stationary night blindness	GNB3	27063057[PMID]
342	Familial Mediterranean fever	MEFV	
180	Choroideremia	CHM	
327	Congenital factor VII deficiency	F7	
373	Simpson-Golabi-Behmel syndrome	GPC3	10814714[PMID]_20301398[PMID]
373	Simpson-Golabi-Behmel syndrome	GPC4	21082656[PMID]_20301398[PMID]
403	Familial hyperaldosteronism type I	CYP11B1	24817817[PMID]_20634641[PMID]
403	Familial hyperaldosteronism type I	CYP11B2	24817817[PMID]_20634641[PMID]
146	Differentiated thyroid carcinoma	EIF1AX	25417114[PMID]
146	Differentiated thyroid carcinoma	PPARG	10958784[PMID]_25069464[PMID]_25708358[PMID]_17891228[PMID]
146	Differentiated thyroid carcinoma	RET	25407564[PMID]_17891228[PMID]
146	Differentiated thyroid carcinoma	BRAF	12670889[PMID]_17891228[PMID]_25702102[PMID]_25489262[PMID]_25468810[PMID]_25069464[PMID]
146	Differentiated thyroid carcinoma	CCDC6	25407564[PMID]
146	Differentiated thyroid carcinoma	TFG	9172002[PMID]_9169129[PMID]
146	Differentiated thyroid carcinoma	TPR	9172002[PMID]_1532241[PMID]
146	Differentiated thyroid carcinoma	TRIM24	10439047[PMID]_17062879[PMID]
146	Differentiated thyroid carcinoma	TRIM27	12787916[PMID]_17062879[PMID]
146	Differentiated thyroid carcinoma	TRIM33	10439047[PMID]_17062879[PMID]
146	Differentiated thyroid carcinoma	ERC1	10337992[PMID]
146	Differentiated thyroid carcinoma	FOXE1	21730105[PMID]
146	Differentiated thyroid carcinoma	GOLGA5	9443391[PMID]_17062879[PMID]
146	Differentiated thyroid carcinoma	HRAS	25132659[PMID]_25648502[PMID]_25109485[PMID]_17891228[PMID]
146	Differentiated thyroid carcinoma	KRAS	23625203[PMID]_25132659[PMID]_25648502[PMID]_25109485[PMID]
146	Differentiated thyroid carcinoma	NTRK1	9172002[PMID]_9169129[PMID]_19883730[PMID]
146	Differentiated thyroid carcinoma	PAX8	10958784[PMID]_25069464[PMID]_25708358[PMID]_17891228[PMID]
146	Differentiated thyroid carcinoma	PCM1	10980597[PMID]
146	Differentiated thyroid carcinoma	ETV6	24327398[PMID]
146	Differentiated thyroid carcinoma	NKX2-1	21730105[PMID]
146	Differentiated thyroid carcinoma	ALK	25501013[PMID]_25148236[PMID]
146	Differentiated thyroid carcinoma	NRAS	25132659[PMID]_25648502[PMID]_25109485[PMID]_17891228[PMID]
146	Differentiated thyroid carcinoma	NTRK3	24327398[PMID]
146	Differentiated thyroid carcinoma	NCOA4	8290261[PMID]_25407564[PMID]
146	Differentiated thyroid carcinoma	DIRC3	23894154[PMID]
146	Differentiated thyroid carcinoma	NDUFA13	15841082[PMID]
146	Differentiated thyroid carcinoma	TERT	27875244[PMID]_27581851[PMID]
146	Differentiated thyroid carcinoma	GAS8-AS1	26941397[PMID]
146	Differentiated thyroid carcinoma	LPAR4	26941397[PMID]
1331	Familial prostate cancer	MSMB	19997100[PMID]_18264097[PMID]_19383797[PMID]
1331	Familial prostate cancer	SRD5A2	
1331	Familial prostate cancer	RNASEL	23141781[PMID]
1331	Familial prostate cancer	BRCA1	22974436[PMID]_12237281[PMID]
1331	Familial prostate cancer	BRCA2	17700570[PMID]
1331	Familial prostate cancer	CHEK2	12533788[PMID]
1331	Familial prostate cancer	ELAC2	23141781[PMID]
1331	Familial prostate cancer	EPHB2	16155194[PMID]
1331	Familial prostate cancer	NBN	22864661[PMID]_14973119[PMID]
1331	Familial prostate cancer	HNF1B	18701471[PMID]
1331	Familial prostate cancer	HOXB13	22236224[PMID]
1331	Familial prostate cancer	MSR1	12244320[PMID]_23141781[PMID]
847	Alpha-thalassemia-X-linked intellectual disability syndrome	ATRX	20301622[PMID]
2268	ICF syndrome	DNMT3B	10588719[PMID]
2268	ICF syndrome	ZBTB24	21906047[PMID]
2268	ICF syndrome	CDCA7	26216346[PMID]
2268	ICF syndrome	HELLS	26216346[PMID]
475	Joubert syndrome	CEP120	27208211[PMID]
475	Joubert syndrome	PIBF1	26167768[PMID]
475	Joubert syndrome	TCTN2	21565611[PMID]
475	Joubert syndrome	AHI1	22693042[PMID]
475	Joubert syndrome	TMEM67	17160906[PMID]
475	Joubert syndrome	MKS1	24886560[PMID]
475	Joubert syndrome	ARL13B	18674751[PMID]_20301500[PMID]
475	Joubert syndrome	INPP5E	19668216[PMID]
475	Joubert syndrome	TCTN1	21725307[PMID]_20301500[PMID]
475	Joubert syndrome	B9D1	24886560[PMID]
475	Joubert syndrome	TMEM237	22693042[PMID]_22152675[PMID]
475	Joubert syndrome	CEP41	22246503[PMID]
475	Joubert syndrome	CPLANE1	22425360[PMID]_22693042[PMID]
475	Joubert syndrome	CSPP1	24360808[PMID]_24360803[PMID]
475	Joubert syndrome	KIAA0586	26096313[PMID]
475	Joubert syndrome	CEP104	26477546[PMID]
475	Joubert syndrome	KATNIP	26714646[PMID]
475	Joubert syndrome	SUFU	33024317[PMID]
475	Joubert syndrome	ARMC9	28625504[PMID]
475	Joubert syndrome	CBY1	33131181[PMID]
475	Joubert syndrome	HYLS1	26830932[PMID]
475	Joubert syndrome	ARL3	30269812[PMID]
392	Holt-Oram syndrome	TBX5	20301290[PMID]
86	Familial abdominal aortic aneurysm	COL3A1	2243125[PMID]_10388642[PMID]
243	46,XX gonadal dysgenesis	NR5A1	
243	46,XX gonadal dysgenesis	MRPS22	29566152[PMID]
243	46,XX gonadal dysgenesis	FSHR	7553856[PMID]_11889179[PMID]_12571157[PMID]
243	46,XX gonadal dysgenesis	BMP15	15136966[PMID]
243	46,XX gonadal dysgenesis	PSMC3IP	21963259[PMID]
243	46,XX gonadal dysgenesis	NUP107	26485283[PMID]
243	46,XX gonadal dysgenesis	BNC1	30010909[PMID]
243	46,XX gonadal dysgenesis	POLR3H	30830215[PMID]
243	46,XX gonadal dysgenesis	SPIDR	27967308[PMID]
136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	NOTCH3	20301673[PMID]
48	Congenital bilateral absence of vas deferens	ADGRG2	27476656[PMID]
48	Congenital bilateral absence of vas deferens	CFTR	7539342[PMID]_10651488[PMID]
528	Congenital generalized lipodystrophy	CAVIN1	20684003[PMID]_27894728[PMID]
528	Congenital generalized lipodystrophy	PPARG	24980513[PMID]
528	Congenital generalized lipodystrophy	BSCL2	20301391[PMID]
528	Congenital generalized lipodystrophy	AGPAT2	20301391[PMID]
528	Congenital generalized lipodystrophy	CAV1	18211975[PMID]
528	Congenital generalized lipodystrophy	FOS	23919306[PMID]
275	Severe combined immunodeficiency due to DCLRE1C deficiency	DCLRE1C	12055248[PMID]
184	Cherubism	SH3BP2	
71	Chylomicron retention disease	SAR1B	21235735[PMID]_18786134[PMID]
1949	Benign familial neonatal epilepsy	KCNQ2	20437616[PMID]_24375629[PMID]
1949	Benign familial neonatal epilepsy	KCNQ3	24851285[PMID]_24375629[PMID]
189	Hidrotic ectodermal dysplasia	GJB6	11017065[PMID]_11874494[PMID]
1473	Uveal coloboma-cleft lip and palate-intellectual disability	YAP1	24462371[PMID]
1344	Atrial standstill	SCN5A	12522116[PMID]
1344	Atrial standstill	NPPA	23275345[PMID]
182050	MYH9-related disease	MYH9	
3103	Roberts syndrome	ESCO2	20301332[PMID]
709	Peters plus syndrome	B3GLCT	20301637[PMID]
776	Lujan-Fryns syndrome	MED12	17369503[PMID]
776	Lujan-Fryns syndrome	ZDHHC9	23506379[PMID]_17436253[PMID]
776	Lujan-Fryns syndrome	UPF3B	17704778[PMID]
907	NON RARE IN EUROPE: Wolff-Parkinson-White syndrome	PRKAG2	11407343[PMID]_11748095[PMID]
902	Werner syndrome	WRN	20301687[PMID]_16673358[PMID]
888	Van der Woude syndrome	IRF6	
888	Van der Woude syndrome	GRHL3	24360809[PMID]
871	Familial progressive cardiac conduction defect	SCN1B	18464934[PMID]
871	Familial progressive cardiac conduction defect	SCN5A	12598077[PMID]_19251209[PMID]_22717692[PMID]
871	Familial progressive cardiac conduction defect	NKX2-5	22179962[PMID]
871	Familial progressive cardiac conduction defect	TRPM4	19726882[PMID]_20562447[PMID]
1587	Monosomy 13q14	RB1	21505449[PMID]
1627	Deletion 5q35	NKX2-5	17910075[PMID]
1627	Deletion 5q35	NSD1	17910075[PMID]
500	Noonan syndrome with multiple lentigines	PTPN11	20301557[PMID]
500	Noonan syndrome with multiple lentigines	BRAF	20301557[PMID]
500	Noonan syndrome with multiple lentigines	RAF1	20301557[PMID]
233	Duane retraction syndrome	CHN1	18653847[PMID]
233	Duane retraction syndrome	MAFB	27181683[PMID]
233	Duane retraction syndrome	SALL4	23687435[PMID]
2495	Meningioma	SMARCB1	20930055[PMID]
2495	Meningioma	PDGFB	2212004[PMID]
2495	Meningioma	SUFU	22958902[PMID]
2495	Meningioma	NF2	8162072[PMID]
2495	Meningioma	PIK3CA	26826201[PMID]
2495	Meningioma	AKT1	31750041[PMID]
2495	Meningioma	TERT	29216385[PMID]_29312603[PMID]
2495	Meningioma	BAP1	28170043[PMID]
2495	Meningioma	BAP1	28170043[PMID]
2495	Meningioma	SMARCE1	23377182[PMID]
2495	Meningioma	TRAF7	23334667[PMID]_23348505[PMID]
2495	Meningioma	SMO	23334667[PMID]_23348505[PMID]
569	Familial or sporadic hemiplegic migraine	SCN1A	20301562[PMID]
569	Familial or sporadic hemiplegic migraine	CACNA1A	20301562[PMID]
569	Familial or sporadic hemiplegic migraine	ATP1A2	20301562[PMID]
569	Familial or sporadic hemiplegic migraine	PRRT2	23077016[PMID]_23077024[PMID]_22845787[PMID]
323	NON RARE IN EUROPE: FG syndrome phenotypic spectrum	BRWD3	17668385[PMID]_24462886[PMID]
323	NON RARE IN EUROPE: FG syndrome phenotypic spectrum	FLNA	17632775[PMID]
323	NON RARE IN EUROPE: FG syndrome phenotypic spectrum	UPF3B	17704778[PMID]
323	NON RARE IN EUROPE: FG syndrome phenotypic spectrum	CASK	19200522[PMID]
240	Léri-Weill dyschondrosteosis	SHOX	20301394[PMID]
2311	Autosomal recessive spondylocostal dysostosis	DLL3	20301771[PMID]
2311	Autosomal recessive spondylocostal dysostosis	MESP2	20301771[PMID]
2311	Autosomal recessive spondylocostal dysostosis	LFNG	20301771[PMID]
2311	Autosomal recessive spondylocostal dysostosis	HES7	20301771[PMID]
2311	Autosomal recessive spondylocostal dysostosis	RIPPLY2	25343988[PMID]
358	Gitelman syndrome	SLC12A3	22169961[PMID]_22990302[PMID]
358	Gitelman syndrome	CLCNKB	20931281[PMID]_19265611[PMID]_18667063[PMID]
242	46,XY complete gonadal dysgenesis	DHX37	31337883[PMID]
242	46,XY complete gonadal dysgenesis	WT1	25613702_21384108_21314844[PMID]
242	46,XY complete gonadal dysgenesis	SOX9	22051515[PMID]
242	46,XY complete gonadal dysgenesis	SRY	20301714[PMID]
242	46,XY complete gonadal dysgenesis	DHH	20301714[PMID]
242	46,XY complete gonadal dysgenesis	NR0B1	20301714[PMID]
242	46,XY complete gonadal dysgenesis	NR5A1	20301714[PMID]
242	46,XY complete gonadal dysgenesis	DMRT1	22821627[PMID]
242	46,XY complete gonadal dysgenesis	CBX2	19361780[PMID]
242	46,XY complete gonadal dysgenesis	MAP3K1	21129722[PMID]
2052	Fraser syndrome	FRAS1	23473829[PMID]
2052	Fraser syndrome	FREM2	18671281[PMID]
2052	Fraser syndrome	GRIP1	22510445[PMID]
1358	Carey-Fineman-Ziter syndrome	MYMK	28681861[PMID]
111	Barth syndrome	TAFAZZIN	23843353[PMID]
1308	C syndrome	CD96	17847009[PMID]_19449408[PMID]
150	Nasopharyngeal carcinoma	NFKBIA	27647909[PMID]
133	Chronic beryllium disease	HLA-DPB1	22972925[PMID]
1552	Currarino syndrome	MNX1	22820079[PMID]_23370340[PMID]
624	Familial multiple nevi flammei	GNAQ	23656586[PMID]
3000	Familial male-limited precocious puberty	LHCGR	
920	Ablepharon macrostomia syndrome	TWIST2	26119818[PMID]
7	3C syndrome	WASHC5	24065355[PMID]
7	3C syndrome	CCDC22	24916641[PMID]
931	Acheiropodia	LMBR1	11090342[PMID]
869	Triple A syndrome	TRAPPC11	27707803[PMID]
869	Triple A syndrome	AAAS	11159947[PMID]_20674935[PMID]_11815731[PMID]
869	Triple A syndrome	GMPPA	24035193[PMID]
2297	Insulin-resistance syndrome type A	INSR	8288049[PMID]_20339196[PMID]
921	Abruzzo-Erickson syndrome	TBX22	22784330[PMID]
31	Oxoglutaric aciduria	OGDH	
37	Acrodermatitis enteropathica	SLC39A4	22166942[PMID]_22082465[PMID]_12787121[PMID]
950	Acrodysostosis	PRKAR1A	21651393[PMID]_22464250[PMID]_22464252[PMID]
950	Acrodysostosis	PDE4D	22464250[PMID]_22464252[PMID]
955	Hajdu-Cheney syndrome	NOTCH2	21378985[PMID]
952	Acrofacial dysostosis, Weyers type	EVC	10700184[PMID]
952	Acrofacial dysostosis, Weyers type	EVC2	23220543[PMID]_22791528[PMID]_16404586[PMID]
1713	17p11.2 microduplication syndrome	RAI1	20188345[PMID]
1762	Proximal Xq28 duplication syndrome	MECP2	
1878	TRIM32-related  limb-girdle muscular dystrophy R8	TRIM32	20301582[PMID]
1946	Amelocerebrohypohidrotic syndrome	SLC13A5	27600704[PMID]
1946	Amelocerebrohypohidrotic syndrome	ROGDI	22424600[PMID]
2604	Familial visceral myopathy	ACTG2	22960657[PMID]
156	Carnitine palmitoyl transferase 1A deficiency	CPT1A	20301700[PMID]
2598	Mitochondrial myopathy and sideroblastic anemia	PUS1	21686963[PMID]
2598	Mitochondrial myopathy and sideroblastic anemia	YARS2	20598274[PMID]_22504945[PMID]_24344687[PMID]_24430573[PMID]
1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome	TP63	32953416[PMID]
1053	Vein of Galen aneurysmal malformation	EPHB4	29444212[PMID]
1052	Mosaic variegated aneuploidy syndrome	TRIP13	28553959[PMID]
1052	Mosaic variegated aneuploidy syndrome	BUB1B	15475955[PMID]
1052	Mosaic variegated aneuploidy syndrome	CEP57	21552266[PMID]_24259107[PMID]
1052	Mosaic variegated aneuploidy syndrome	BUB1	23747338[PMID]
